municipality,unit,producer,sector,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10
Helsinki,"Kaakkoinen kotihoito, Vuosaari 3 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,21.00,15.64
Helsinki,"Kaakkoinen kotihoito, Vuosaari 4 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,20.00,18.41
Helsinki,"Keskinen kotihoito, Kallio 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,20.00,16.09
Helsinki,"Keskinen kotihoito, Kallio 3 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,25.00,20.57
Helsinki,"Keskinen kotihoito, Kallio 5 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,19.00,14.60
Helsinki,"Keskinen kotihoito, Kallio 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,20.40,21.35
Helsinki,"Keskinen kotihoito, Kallio 4 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,23.00,21.56
Helsinki,"Keskinen kotihoito, Kallio 6 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,21.25,18.59
Helsinki,"Keskinen kotihoito, Koskela 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,22.60,19.81
Helsinki,"Keskinen kotihoito, Koskela 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,23.00,20.14
Helsinki,"Keskinen kotihoito, Koskela 3 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,23.00,17.38
Helsinki,"Keskinen kotihoito, Vallila 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,24.50,18.08
Helsinki,"Keskinen kotihoito, Vallila 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Ei,Ei,Ei,19.05,18.54
Helsinki,"Keskinen kotihoito, Vallila 3 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,25.35,19.50
Helsinki,"Käpyrinteen palvelutalo, kotipalvelu",Käpyrinne ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Ei,Ei,Ei,2.80,2.79
Helsinki,"Lounainen kotihoito, Haaga 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,23.10,20.64
Helsinki,"Lounainen kotihoito, Haaga 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,21.00,14.75
Helsinki,"Lounainen kotihoito, Laakso 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,26.90,20.22
Helsinki,"Lounainen kotihoito, Laakso 3 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,26.15,23.48
Helsinki,"Lounainen kotihoito, Munkkiniemi 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,26.85,21.88
Helsinki,"Lounainen kotihoito, Munkkiniemi 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,30.85,20.97
Helsinki,"Läntinen kotihoito, Haaga 3 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,26.00,24.85
Helsinki,"Läntinen kotihoito, Haaga 4 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,24.00,22.64
Helsinki,"Läntinen kotihoito, Haaga 5 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,22.80,5.18
Helsinki,"Läntinen kotihoito, Kannelmäki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,22.60,18.85
Helsinki,"Läntinen kotihoito, Malminkartano 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,19.90,17.67
Helsinki,"Läntinen kotihoito, Muurimestari 1 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,11.00,9.37
Helsinki,"Läntinen kotihoito, Pitäjänmäki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Ei,Ei,Ei,21.00,18.89
Helsinki,"Läntinen kotihoito, Pitäjänmäki 2 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Ei,23.50,15.84
Helsinki,"Pohjoinen kotihoito, Jakomäki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,20.20,16.65
Helsinki,"Pohjoinen kotihoito, Malmi 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,22.00,19.32
Helsinki,"Pohjoinen kotihoito, Malmi 2 lähipalvelualue",Helsinki,Julkinen,Oma toimintayksikkömme tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Ei,Ei,Ei,21.50,21.25
Helsinki,"Pohjoinen kotihoito, Maunula 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,19.20,16.63
Helsinki,"Pohjoinen kotihoito, Maunula 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,19.80,15.05
Helsinki,"Pohjoinen kotihoito, Oulunkylä 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,21.00,19.58
Helsinki,"Pohjoinen kotihoito, Oulunkylä 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,22.00,18.22
Helsinki,"Pohjoinen kotihoito, Paloheinä 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,21.10,7.29
Helsinki,"Pohjoinen kotihoito, Pihlajamäki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,23.00,19.98
Helsinki,"Pohjoinen kotihoito, Pihlajamäki 2 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Ei yhtäkään,Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,22.30,16.67
Helsinki,"Pohjoinen kotihoito, Puistola 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,18.40,18.02
Helsinki,"Pohjoinen kotihoito, Pukinmäki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,20.00,17.07
Helsinki,"Pohjoinen kotihoito, Suutarila 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Ei koskaan,Ei,Ei,Ei,19.00,16.76
Helsinki,"Pohjoinen kotihoito, Viikki 1 lähipalvelualue",Helsinki,Julkinen,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Jokin toinen saman palveluntuottajan toimintayksikkö (esim. keskitetty tuottaja) tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Ei,Ei,Ei,19.90,16.85
Helsinki,Diana Care,Diana Care Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei koskaan,Ei,Ei,Ei,0.96,0.99
Helsinki,Esperi turvapuhelin ja kotihoitopalvelut pääkaupunkiseutu,Suomen Ensiapupalvelu Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,9.30,5.13
Helsinki,Folkhälsans Hemtjänst i huvudstadsregionen,Folkhälsan Syd Ab,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Ei,Ei,Ei,1.60,1.56
Helsinki,Kontulan Helykoti palveluasunnot,Itä-Helsingin lähimmäistyö Hely ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Ei,Ei,Ei,5.40,2.70
Helsinki,Koti-Medi Oy,Koti-Medi Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,52.40,8.80
Helsinki,Kotihoito Aamu-Rusko Oy,Kotihoito Aamu-Rusko Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,6.60,7.61
Helsinki,Kotihoito Helsinki,Vanhusten Palvelutaloyhdistys ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Ei,Ei,3.20,2.49
Helsinki,Kotihoiva,Stella Kotipalvelut Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Ei koskaan,Ei,Ei,Ei,15.46,14.04
Helsinki,Kotipalvelu,Omakotisäätiö,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,2.00,1.22
Helsinki,Leevin Palvelutalo,Länsi-Helsingin Lähimmäispalvelu Leevi ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Kyllä,Ei,3.35,2.08
Helsinki,Med Group Helsingin kotihoito,Med group Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,8.00,6.45
Helsinki,Miljan palvelutalo,Koillis-Helsingin lähimmäistyö Milja ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Kyllä,Kyllä,Kyllä,3.80,4.26
Helsinki,Myllypuron Helykoti palveluasunnot,Itä-Helsingin lähimmäistyö Hely ry,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Jatkuvasti,Ei,Ei,Ei,4.25,0.58
Helsinki,Palvelutalo Cecilia,Cecilia Hoiva Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Ei,Kyllä,Ei,14.85,13.38
Helsinki,Piika & Sisar,Piika & Sisar Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei yhtäkään,Usein,Ei,Ei,Ei,10.10,6.98
Helsinki,Pääkaupunkiseutu,Silver Care Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Useat (1/3-2/3 asiakkaista),Joskus,Ei,Ei,Ei,11.30,4.25
Helsinki,Rumpupolun palvelutalo,Länsi-Helsingin Lähimmäispalvelu Leevi ry,Yksityinen,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Oma toimintayksikkömme tuotti palvelun yhdessä useamman saman palveluntuottajan toimintayksiköiden kanssa,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joskus,Kyllä,Ei,Ei,0.30,0.36
Helsinki,VTKL - palvelut Oy,VTKL-palvelut Oy,Yksityinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Joitakin (alle 1/3 asiakkaista),Usein,Ei,Ei,Ei,21.20,15.57
Hollola,Hoito- ja hoivapalvelu Elonpolku Oy,Hoito- ja hoivapalvelu Elonpolku Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Ei yhtäkään,Usein,Kyllä,Kyllä,Kyllä,2.50,2.48
Hollola,Hollolan kotihoito,Peruspalvelukeskus Oiva,Julkinen,Palvelu hankittiin toiselta palveluntuottajalta,Palvelu hankittiin toiselta palveluntuottajalta,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Ei,Ei,Ei,42.00,31.14
Hollola,Kotihoito,Hämeen kodinonni Oy,Yksityinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Usein,Kyllä,Kyllä,Kyllä,5.80,1.88
Honkajoki,Kotihoito / Honkajoki,Pohjois-Satakunnan peruspalvelu-liikelaitoskuntayhtymä,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Ei yhtäkään,Usein,Ei,Ei,Ei,8.45,6.71
Huittinen,Huittinen kotihoito etelä,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,7.40,
Huittinen,Huittisten kotihoito pohjoinen,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Jatkuvasti,Kyllä,Kyllä,Kyllä,9.10,7.37
Huittinen,Kotihoito / itä,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Joskus,Kyllä,Ei,Kyllä,12.60,
Huittinen,Kotihoito Kuninkainen,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Kyllä,Kyllä,8.95,8.03
Huittinen,Kotihoito Länsi,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Joskus,Kyllä,Kyllä,Kyllä,6.95,6.80
Huittinen,Omaishoito ja perhetyö,Huittinen,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Jatkuvasti,Kyllä,Ei,Kyllä,3.00,2.67
Humppila,Humppilan kotihoito,Forssan seudun hyvinvointikuntayhtymä,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Joitakin (alle 1/3 asiakkaista),Ei yhtäkään,Joskus,Ei,Ei,Ei,6.00,4.09
Humppila,Humppilan ryhmäkoti,Forssan seudun hyvinvointikuntayhtymä,Julkinen,Emme tarjoa palvelua,Emme tarjoa palvelua,Lähes kaikki (vähintään 2/3 asiakkaista tai kaikki),Ei yhtäkään,Usein,Ei,Ei,Ei,6.00,5.03
Hyrynsalmi,Hyrynsalmen kotihoito,Kainuun sosiaali- ja terveyskuntayhtymä,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Joitakin (alle 1/3 asiakkaista),Joitakin (alle 1/3 asiakkaista),Usein,Kyllä,Ei,Ei,14.00,10.79
Hyvinkää,Hyvinkään kotihoito,Hyvinkää,Julkinen,Oma toimintayksikkömme tuotti palvelun,Oma toimintayksikkömme tuotti palvelun,Useat (1/3-2/3 asiakkaista),Useat (1/3-2/3 asiakkaista),Usein,Kyllä,Ei,Ei,127.50,91.42
